GeneID,Overall
KIF15,1.109335964875874
NEK2,0.855213150408394
CENPE,0.7545914008455146
TFEC,0.7088832652319511
CPOX,0.6837394901191477
LINC01781,0.6366348418630124
APOOL,0.6040925986331626
ELL2,0.563285816760792
GFUS,0.5316040151215229
CTSE,0.44357057846628883
RRM2,0.3808281642233197
CDC34,0.3345843258162829
ASPM,0.24155236598334454
ST6GALNAC4,0.21131222086003323
HBG2,0.20654216799498473
ENSG00000260661,0.19504660942497096
SLC6A8,0.18082168894691247
EPB42,0.01472758256112249
