gene,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,diffexpressed
Gene78,-0.15702365156625397,-0.6315010545098036,0.31745375137729576,12.9509085453421,-0.6581073040124021,0.5122681412793062,0.8539804555110484,-7.189059951730525,no
Gene91,-0.15721652517972018,-0.6405754463529065,0.3261423959934662,13.009986714060501,-0.646808363322849,0.5195188537785612,0.8539804555110484,-7.20062477514455,no
Gene21,-0.1671154490652782,-0.6700633920576524,0.335832493927096,12.930053222848777,-0.6607554230084692,0.5105766034428062,0.8539804555110484,-7.14655412347537,no
Gene57,-0.17389580667532023,-0.6104183176366964,0.2626267042860559,13.021309547438422,-0.7921905127919308,0.43048033055736357,0.8528383907268523,-7.154355959800531,no
Gene105,-0.18224767608695913,-0.890531464966282,0.5260361127923637,12.567418492282915,-0.5116840381655888,0.6102142056090638,0.9207010199075913,-6.891435501852075,no
Gene69,-0.18487935180485415,-0.624825103383517,0.25506639977380874,13.071414630013164,-0.8356731599432795,0.40570866993854404,0.8352825557558259,-7.176123071931114,no
Gene62,-0.18528607525201224,-0.5902171594648609,0.21964500896083633,13.134438755100717,-0.9099317897488312,0.36546112158802146,0.7994462034737969,-7.14103143178932,no
Gene48,-0.18800485502354825,-0.7399297366270374,0.36392002657994094,12.808953659025233,-0.677386073403911,0.5000217637556503,0.8539804555110484,-6.992762610130607,no
Gene86,-0.18986396265089667,-0.6810031329844438,0.3012752076826505,13.0270954966377,-0.7689999393928022,0.4440972642497155,0.8539804555110484,-7.1735337314965735,no
Gene93,-0.19264866991527718,-0.6756496752691923,0.2903523354386379,12.946829678615508,-0.7931679413082331,0.42991385577353003,0.8528383907268523,-7.05330537429399,no
Gene63,-0.21032050286517112,-0.6785924775029745,0.2579514717726322,12.91914962376473,-0.8931627802820121,0.3743207984740087,0.8021159967300185,-6.977627772659446,no
Gene46,-0.22175099850663216,-0.6499875138337184,0.20648551682045413,13.111649093086896,-1.0297435012762104,0.3060852785419639,0.7141989832645824,-7.023892280358703,no
Gene27,-0.2271765623254307,-0.6563316604486592,0.2019785357977978,13.095820307587813,-1.0526801156998409,0.2955052622609338,0.7141989832645824,-6.992796585903248,no
Gene19,-0.22762099024010496,-0.9144926629769237,0.45925068249671375,12.61063516312024,-0.6589976630686486,0.5116990752250483,0.8539804555110484,-6.848106616774115,no
Gene26,-0.2563724015991262,-0.6948130606283565,0.18206825743010396,13.083069016577218,-1.1628069584275018,0.248199426337888,0.7141989832645824,-6.824472196897441,no
Gene74,-0.2573085004489801,-0.638886143417841,0.12426914251988075,13.249223546367698,-1.3409679095490081,0.1835444182553761,0.7141989832645824,-6.700314319549748,no
Gene12,-0.2661337037528515,-0.6656934923896252,0.1334260848839221,13.102387623024738,-1.3245406017802108,0.1889146343136095,0.7141989832645824,-6.620278236406086,no
Gene100,-0.2713468785417277,-0.7541126592574765,0.2114189021740211,12.84092348510299,-1.11772643702543,0.266869246821932,0.7141989832645824,-6.68679876794691,no
Gene44,-0.27662565253532456,-0.7204887756956442,0.16723747062499505,13.066127907259956,-1.239340262577175,0.2186697704244176,0.7141989832645824,-6.7242132769759975,no
Gene35,-0.2772687117122583,-0.7700655681288193,0.21552814470430276,12.889257920038016,-1.1188712329058315,0.2663832801411941,0.7141989832645824,-6.726845948385313,no
Gene14,-0.3111849412761334,-0.7403935462959472,0.1180236637436804,13.145781460304999,-1.4417744480257495,0.15308257453571306,0.7141989832645824,-6.506858292942991,no
Gene103,-0.3282714633611512,-0.7758398810379923,0.11929695431568982,13.106859139559093,-1.4585484834403994,0.1484171564307545,0.7141989832645824,-6.487325154027301,no
Gene34,-0.34718626862790103,-0.919723848046105,0.2253513107903029,12.722179394077337,-1.2058845054714717,0.23124645656778214,0.7141989832645824,-6.43611294978421,no
Gene66,-0.3624064581283779,-0.8946423039030802,0.16982938764632438,12.905501137084578,-1.3540633387607044,0.17934651739748417,0.7141989832645824,-6.459487021769414,no
Gene8,-0.3841821863834429,-0.8698144960069737,0.10145012324008784,12.995623281635446,-1.5731742270661269,0.11943627190684887,0.7141989832645824,-6.2111503354230475,no
Gene73,-0.3977442670598279,-1.1011283650446264,0.3056398309249706,12.821514048504694,-1.127417088444558,0.2633420078500022,0.7141989832645824,-6.543614084139826,no
Gene10,-0.4014574712532184,-0.8099136710754565,0.00699872856901973,13.17281427177939,-1.954524975682406,0.053964460279827396,0.5171840400693056,-5.660999379027209,no
Gene99,-0.40932838648950387,-0.8337870993452914,0.015130326366283697,13.119866947062517,-1.9177128703790653,0.0585445158305256,0.5171840400693056,-5.689720764978935,no
Gene82,-0.41258727081537927,-1.041694005254601,0.21651946362384256,12.769472134608703,-1.3041833843450146,0.1957321314973824,0.7141989832645824,-6.32257726815249,no
Gene30,-0.4279883083031688,-0.9006912763355757,0.04471465972923799,13.058760697360267,-1.800490143281589,0.07537136944544812,0.5652852708408609,-5.813325674467566,no
Gene55,-0.46296418027436737,-1.0979242001364726,0.171995839587738,12.748768865758246,-1.4499338269158761,0.15079918499660258,0.7141989832645824,-6.132462553239193,no
Gene47,-0.46494982948089003,-0.9135028784125481,-0.016396780549231993,13.043826162831035,-2.0612916874849074,0.04236645281170743,0.49427528280325334,-5.281884955728313,no
Gene22,-0.5396693732844575,-1.1005590387949316,0.021220292226016513,12.821444521063471,-1.913363593597385,0.059106747436492066,0.5171840400693056,-5.42358416482398,no
Gene28,-0.5683890707285961,-1.013525126448979,-0.12325301500821323,13.185978311578003,-2.5392187562647597,0.01295229672888443,0.19428445093326646,-4.317333313814261,no
Gene51,-0.6741542832943548,-1.1383134002961879,-0.20999516629252168,13.224496761670604,-2.888281942652361,0.004924946219493406,0.0861865588411346,-3.41414294465475,no
