ID,mean,sd
Gene4,0.29433431,0.02069011123789709
Gene2,0.29061019,0.021255251154816624
Gene5,0.2586451,0.020947412979702824
Gene3,0.23993327,0.022391214821048305
Gene1,0.22856502,0.022917018138095054
